,module_id,NOCT,R_SQUARE,MEAN_SQUARE_ERROR
0,PHL6621,46.37668241981445,0.7737557808150559,9.822277152477438
1,CRS0018,45.62611103951545,0.7906593313897057,8.934362359772102
2,QCL0182,49.851705444713936,0.8173401580212256,3.4845247083689705
3,QCL0201,51.15427279105809,0.7887237877137697,3.6909721008418153
4,QCL0346,47.46116107614081,0.8370888260961916,3.688564652501184
